ds,yhat,yhat_lower,yhat_upper
2025-04-16,239.96722323093277,230.67971258431393,249.21820366531685
2025-04-17,240.01212266334323,230.23352293820722,250.5864684168203
2025-04-18,240.09732908047437,230.08912362422717,250.2144264547947
2025-04-19,237.0229405781328,226.84696210177296,246.74019683034902
2025-04-20,237.11435191297832,227.30282645244327,246.631353354958
2025-04-21,240.5283451910367,230.2521099858375,249.73731207304832
2025-04-22,240.57900715828913,230.57326127523893,250.65614778071352
2025-04-23,240.6109266865978,230.3974291570587,250.94403476888755
2025-04-24,240.6818963521857,231.14906768150007,250.66818081128827
2025-04-25,240.79403556069926,230.33010570682364,250.69110094001633
2025-04-26,237.74640989399487,228.2740809172897,248.3519812812861
2025-04-27,237.8634540731239,227.85074837896082,248.116458483055
2025-04-28,241.30108873679015,231.01085883689822,251.3162697512515
2025-04-29,241.372660436363,231.56652486139384,251.82262220239204
2025-04-30,241.42215785670317,231.46122465598066,251.42453033201323
2025-05-01,241.5069276883843,231.57548845636668,251.36944227405377
2025-05-02,241.62880726003544,231.1526745778362,251.85028455405737
2025-05-03,238.58674839598592,228.8694298465015,248.46436337456632
2025-05-04,238.70523982520768,228.36560603243007,248.33251372519652
2025-05-05,242.14041841606345,231.88954784600034,251.823145387864
2025-05-06,242.20599885408038,231.50767121597912,252.36922966063526
2025-05-07,242.2464751240431,231.88366859730618,253.02711548708677
2025-05-08,242.31981769896444,231.8832060596432,252.51132489825505
2025-05-09,242.42858413380756,231.49415534554717,252.7973695813127
2025-05-10,239.3725182131148,229.69440215506307,249.02769940799226
2025-05-11,239.47694573821968,229.55617415679816,249.8491823223033
2025-05-12,242.898858041597,233.26333467611786,253.46224129836895
2025-05-13,242.95281368895598,232.57640524802036,253.30995586760955
2025-05-14,242.98411257924712,233.03942052497902,252.90822291735415
2025-05-15,243.0514671747827,232.7628323433291,252.81366924749955
2025-05-16,243.15808934562511,233.5406777348744,253.7570440833571
2025-05-17,240.10426869672102,229.85026958351375,251.2578981087475
2025-05-18,240.21575109466556,229.7387359485019,250.74562830441732
2025-05-19,243.64980900562068,233.0781427051517,253.7117271594556
2025-05-20,243.72113450595333,233.2440820057827,254.01950902664663
2025-05-21,243.7750094406783,233.63764213062373,253.50786226064034
2025-05-22,243.86997758342142,233.77678243114246,254.16250866769255
2025-05-23,244.0089372541217,232.49505897637232,254.49782866123277
2025-05-24,240.99173008723818,230.58779063920787,251.472271744011
2025-05-25,241.14353434678173,231.15667232313143,250.83972328267583
2025-05-26,244.62095394425336,234.15871645338498,254.4203779718049
2025-05-27,244.73793344205427,234.4863021449056,255.24781052488763
2025-05-28,244.83895283288362,234.41501095267316,254.6832934919269
2025-05-29,244.9817261773401,235.04456452095798,255.64670287453066
2025-05-30,245.16832172071622,234.60184780594352,256.05241010129043
2025-05-31,242.19777830727153,231.04223269722846,252.64804085843852
2025-06-01,242.3945256008689,232.78012715794432,252.78308232344617
2025-06-02,245.9144983940077,235.7286165245599,255.49190700653702
2025-06-03,246.07107445461668,234.80145520017385,256.3727310223779
2025-06-04,246.20828893368983,236.43852948677053,255.97031442870602
2025-06-05,246.38354873896057,235.86617865055936,256.26261243752265
2025-06-06,246.59876393079054,235.97976446795684,256.7734377472566
2025-06-07,243.65297052411825,234.02721258953653,254.5940217347367
2025-06-08,243.87075191686412,233.3660665531864,253.76173080946398
2025-06-09,247.4083490947509,237.67411972371323,257.679576069849
2025-06-10,247.57958909305057,236.57822634125745,257.6277117142666
2025-06-11,247.72908493376573,236.95017956861747,258.0756917063186
2025-06-12,247.91493080056122,237.47432975585372,258.2490209764699
2025-06-13,248.13981001783912,237.2435298925669,259.38507661132
2025-06-14,245.2035908687166,234.73201473252794,256.1249281207404
2025-06-15,245.4317182465915,234.440045507836,255.91726556477127
